streaming_log,FTW,Mok2011QoE,Liu2012QoE,Xue2014QoE,Yin2015QoE,Spiteri2016QoE,Bentaleb2016QoE,SQI,P1203,VideoATLAS,KSQI
1065.csv,4.709,6565.719,197.846,0.355,10110.889,4.948,84.817,86.447,0.097,65.874,87.401
1066.csv,5.2,9019.87,51.516,0.348,2426.528,3.222,61.661,62.714,0.671,57.028,63.026
1067.csv,5.2,9019.87,61.99,0.35,3115.31,3.665,72.834,73.714,0.431,66.553,74.046
1068.csv,5.2,9019.87,59.757,0.35,2968.461,3.457,63.661,64.714,0.666,58.743,65.026
1069.csv,5.2,9019.87,5.89,0.339,327.807,1.874,36.879,38.143,0.802,41.514,37.831
1070.csv,5.2,9019.87,8.835,0.34,478.477,2.184,47.165,48.429,0.689,46.379,48.013
1071.csv,5.2,9019.87,5.89,0.339,327.807,1.874,36.879,38.143,0.802,41.514,37.831
1072.csv,5.2,9019.87,42.249,0.346,1814.955,2.973,50.576,51.571,0.982,48.392,51.506
1073.csv,5.2,9019.87,72.763,0.351,3527.753,3.91,72.653,73.571,0.343,66.431,73.493
1074.csv,5.2,9019.87,198.074,0.358,10152.491,4.976,85.615,86.429,0.045,77.572,86.674
1075.csv,5.2,9019.87,51.516,0.348,2426.528,3.222,56.529,57.429,0.829,52.69,57.363
1076.csv,5.2,9019.87,61.99,0.35,3115.31,3.665,66.653,67.571,0.62,61.228,67.491
1077.csv,5.2,9019.87,59.757,0.35,2968.461,3.457,62.043,63.0,0.63,57.272,62.921
1078.csv,5.2,9019.87,5.89,0.339,327.807,1.874,28.94,29.571,1.021,39.612,29.626
1079.csv,5.2,9019.87,8.835,0.34,478.477,2.184,34.863,35.571,1.016,40.739,35.526
1080.csv,5.2,9019.87,5.89,0.339,327.807,1.874,28.94,29.571,1.021,39.612,29.626
1081.csv,5.2,9019.87,51.549,0.733,2713.869,4.087,93.723,93.857,-0.763,80.056,93.857
1082.csv,5.2,9019.87,65.532,0.735,3595.118,4.319,97.533,97.571,-0.782,81.381,97.571
1083.csv,5.2,9019.87,65.532,0.735,3595.118,4.319,97.533,97.571,-0.782,81.381,97.571
1084.csv,5.2,9019.87,59.232,0.734,3531.389,4.206,96.113,96.286,-0.78,80.971,95.941
1085.csv,5.2,9019.87,61.868,0.734,3198.08,4.257,96.009,96.143,-0.772,80.922,96.143
1086.csv,5.2,9019.87,55.568,0.733,3176.009,4.139,94.723,94.857,-0.769,80.455,94.857
1087.csv,5.2,9019.87,17.04,0.724,797.3,2.936,56.527,57.714,0.438,52.915,57.24
1088.csv,5.2,9019.87,31.672,0.727,1805.627,3.593,84.349,85.0,-0.457,75.249,84.393
1089.csv,5.2,9019.87,21.692,0.727,1238.692,3.15,67.349,68.0,0.242,61.602,68.04
1090.csv,5.2,9019.87,46.843,0.73,2603.471,3.978,98.809,98.857,-0.817,81.738,98.857
1091.csv,5.2,9019.87,65.532,0.735,3595.118,4.319,100.0,100.0,-1.029,82.012,100.0
1092.csv,5.2,9019.87,65.532,0.735,3595.118,4.319,100.0,100.0,-1.029,82.012,100.0
1093.csv,5.2,9019.87,59.232,0.734,3531.389,4.206,99.676,99.714,-0.966,81.947,99.714
1094.csv,5.2,9019.87,65.532,0.735,3595.118,4.319,100.0,100.0,-1.029,82.012,100.0
1095.csv,5.2,9019.87,55.568,0.733,3176.009,4.139,99.257,99.286,-0.903,81.846,99.286
1096.csv,5.2,9019.87,17.04,0.724,797.3,2.936,65.28,66.429,0.423,60.231,65.751
1097.csv,5.2,9019.87,31.672,0.727,1805.627,3.593,93.454,94.0,-0.436,80.115,93.201
1098.csv,5.2,9019.87,21.692,0.727,1238.692,3.15,77.568,78.286,0.222,70.327,78.109
1099.csv,5.2,9019.87,55.568,0.733,3176.009,4.139,87.504,87.714,-0.195,76.952,87.714
1100.csv,5.2,9019.87,110.013,0.757,6519.866,4.807,95.304,95.429,-0.749,80.669,95.429
1101.csv,5.2,9019.87,135.255,0.757,7736.687,5.043,97.485,97.571,-0.883,81.381,97.571
1102.csv,4.639,6565.719,70.11,0.685,3578.429,4.189,82.702,81.802,-0.252,69.816,82.803
1103.csv,5.2,9019.87,93.657,0.748,5307.087,4.651,93.895,94.0,-0.636,80.115,94.0
1104.csv,5.2,9019.87,71.862,0.741,3907.799,4.416,91.885,92.0,-0.523,79.234,92.0
1105.csv,5.2,9019.87,19.687,0.719,1036.753,3.017,44.035,44.714,0.778,44.304,45.059
1106.csv,3.854,6565.719,32.518,0.705,1596.9,3.53,67.158,71.16,0.672,60.407,71.941
1107.csv,5.2,9019.87,21.692,0.727,1238.692,3.15,49.52,50.286,0.772,47.541,50.424
1108.csv,5.2,9019.87,56.577,0.448,3204.124,4.096,77.208,77.571,-0.464,69.755,77.583
1109.csv,5.2,9019.87,111.658,0.489,6566.102,4.81,89.59,89.714,-0.817,78.082,89.714
1110.csv,5.2,9019.87,111.658,0.489,6566.102,4.81,89.59,89.714,-0.817,78.082,89.714
1111.csv,5.2,9019.87,59.383,0.445,3508.23,4.181,80.409,80.571,-0.769,72.101,80.571
1112.csv,5.2,9019.87,89.367,0.472,5250.291,4.547,85.684,86.0,-0.796,75.898,86.0
1113.csv,5.2,9019.87,63.618,0.448,3786.674,4.265,81.618,81.857,-0.779,73.058,81.857
1114.csv,5.2,9019.87,17.718,0.422,767.021,2.878,46.729,47.571,0.522,45.87,47.533
1115.csv,5.2,9019.87,33.211,0.432,1887.813,3.577,67.321,67.857,-0.199,61.477,67.996
1116.csv,5.2,9019.87,23.033,0.431,1326.588,3.122,55.521,56.0,0.238,51.584,56.086
1117.csv,5.2,9019.87,56.577,0.448,3204.124,4.096,90.122,90.429,-0.538,78.458,90.429
1118.csv,5.2,9019.87,67.894,0.45,4250.113,4.328,94.771,94.857,-1.039,80.455,94.857
1119.csv,5.2,9019.87,67.894,0.45,4250.113,4.328,94.771,94.857,-1.039,80.455,94.857
1120.csv,5.2,9019.87,59.383,0.445,3508.23,4.181,93.018,93.143,-0.917,79.752,93.143
1121.csv,5.2,9019.87,63.618,0.448,3786.674,4.265,93.856,94.0,-0.967,80.115,94.0
1122.csv,5.2,9019.87,60.812,0.451,3482.568,4.18,90.96,91.286,-0.554,78.89,91.286
1123.csv,5.2,9019.87,15.819,0.432,775.853,2.821,58.482,59.143,0.438,54.059,58.754
1124.csv,5.2,9019.87,33.211,0.432,1887.813,3.577,81.226,81.714,-0.192,72.953,81.79
1125.csv,5.2,9019.87,23.033,0.431,1326.588,3.122,68.921,69.429,0.234,62.85,69.383
1126.csv,5.2,9019.87,56.577,0.448,3204.124,4.096,71.455,71.857,0.135,64.96,71.927
1127.csv,5.2,9019.87,118.451,0.494,7061.156,4.897,85.398,85.714,-0.828,75.715,85.5
1128.csv,5.2,9019.87,143.134,0.487,8606.814,5.048,86.932,87.143,-0.798,76.609,87.143
1129.csv,5.2,9019.87,58.802,0.447,3329.172,4.201,74.703,75.143,-0.172,67.758,74.817
1130.csv,5.2,9019.87,89.367,0.472,5250.291,4.547,80.532,80.857,-0.425,72.317,80.857
1131.csv,5.2,9019.87,72.48,0.456,3673.112,4.404,77.722,78.143,-0.338,70.213,77.929
1132.csv,5.2,9019.87,14.58,0.426,694.403,2.729,37.292,38.0,0.964,41.467,37.817
1133.csv,5.2,9019.87,33.211,0.432,1887.813,3.577,61.493,62.0,0.383,56.424,62.139
1134.csv,5.2,9019.87,21.892,0.424,1247.067,3.031,47.16,47.571,0.766,45.87,47.776
1135.csv,5.2,9019.87,42.233,0.517,2460.618,3.802,90.618,90.857,-0.467,78.677,90.857
1136.csv,5.2,9019.87,59.025,0.518,3149.215,4.213,94.951,95.143,-0.776,80.563,95.143
1137.csv,5.2,9019.87,63.673,0.522,3507.713,4.292,96.018,96.143,-0.784,80.922,96.143
1138.csv,5.2,9019.87,53.95,0.517,2815.505,4.124,94.523,94.714,-0.77,80.4,94.714
1139.csv,5.2,9019.87,59.025,0.518,3149.215,4.213,94.951,95.143,-0.776,80.563,95.143
1140.csv,5.2,9019.87,54.051,0.517,2648.791,4.153,94.485,94.714,-0.775,80.4,94.714
1141.csv,5.2,9019.87,13.024,0.488,718.344,2.69,68.32,69.0,0.491,62.476,68.63
1142.csv,5.2,9019.87,28.609,0.512,1444.831,3.474,87.074,87.429,-0.18,76.781,87.429
1143.csv,5.2,9019.87,20.72,0.498,1172.331,3.041,76.75,77.286,0.26,69.524,77.361
1144.csv,5.2,9019.87,34.109,0.512,1994.077,3.635,96.552,96.714,-0.445,81.113,96.714
1145.csv,5.2,9019.87,53.624,0.519,3065.41,4.1,99.524,99.571,-0.906,81.914,99.571
1146.csv,5.2,9019.87,58.598,0.521,3174.004,4.203,99.686,99.714,-0.962,81.947,99.714
1147.csv,5.2,9019.87,37.062,0.508,2242.074,3.731,98.381,98.429,-0.729,81.625,98.429
1148.csv,5.2,9019.87,48.976,0.516,2706.912,4.021,99.066,99.143,-0.857,81.811,99.143
1149.csv,5.2,9019.87,37.894,0.514,2080.787,3.733,96.675,96.857,-0.448,81.16,96.857
1150.csv,5.2,9019.87,11.725,0.489,698.82,2.542,79.208,79.571,0.466,71.336,79.571
1151.csv,5.2,9019.87,27.37,0.503,1181.929,3.453,92.388,92.857,-0.059,79.626,92.513
1152.csv,5.2,9019.87,16.454,0.489,725.692,2.9,82.929,83.714,0.419,74.379,82.751
1153.csv,5.2,9019.87,52.282,0.519,2902.921,3.994,86.256,86.571,0.158,76.258,86.571
1154.csv,5.2,9019.87,63.812,0.525,3787.021,4.268,90.866,91.0,-0.361,78.749,91.0
1155.csv,5.2,9019.87,76.062,0.535,4227.597,4.468,92.904,93.0,-0.587,79.69,93.0
1156.csv,5.2,9019.87,51.168,0.511,2782.267,3.93,84.122,84.571,0.153,74.963,84.641
1157.csv,5.2,9019.87,63.812,0.525,3787.021,4.268,90.866,91.0,-0.361,78.749,91.0
1158.csv,5.2,9019.87,63.812,0.525,3787.021,4.268,90.866,91.0,-0.361,78.749,91.0
1159.csv,5.2,9019.87,13.024,0.488,718.344,2.69,59.587,60.286,0.963,54.993,59.743
1160.csv,5.2,9019.87,27.387,0.515,1505.1,3.431,76.959,77.571,0.636,69.755,77.126
1161.csv,5.2,9019.87,20.72,0.498,1172.331,3.041,68.921,69.571,0.741,62.974,69.433
1162.csv,5.2,9019.87,53.241,0.605,2958.355,4.091,89.666,89.857,-0.76,78.158,89.857
1163.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,91.457,91.571,-0.776,79.03,91.571
1164.csv,5.2,9019.87,66.178,0.594,4107.045,4.304,92.371,92.429,-0.785,79.433,92.429
1165.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,91.457,91.571,-0.776,79.03,91.571
1166.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,91.457,91.571,-0.776,79.03,91.571
1167.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,91.457,91.571,-0.776,79.03,91.571
1168.csv,5.2,9019.87,12.226,0.639,717.593,2.567,62.78,63.0,0.488,57.272,63.02
1169.csv,5.2,9019.87,30.274,0.628,1648.492,3.532,81.321,81.857,-0.177,73.058,81.411
1170.csv,5.2,9019.87,20.505,0.637,1110.627,2.998,70.789,71.143,0.342,64.342,71.154
1171.csv,5.2,9019.87,33.284,0.624,1969.331,3.607,94.38,94.571,-0.421,80.344,94.571
1172.csv,5.2,9019.87,66.178,0.594,4107.045,4.304,99.543,99.571,-1.035,81.914,99.571
1173.csv,5.2,9019.87,66.178,0.594,4107.045,4.304,99.543,99.571,-1.035,81.914,99.571
1174.csv,5.2,9019.87,48.973,0.609,2368.58,4.048,97.714,97.857,-0.794,81.465,97.857
1175.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,98.952,99.0,-0.965,81.775,99.0
1176.csv,5.2,9019.87,57.656,0.602,3121.062,4.192,98.628,98.714,-0.909,81.701,98.714
1177.csv,5.2,9019.87,12.226,0.639,717.593,2.567,74.904,75.143,0.481,67.758,75.143
1178.csv,5.2,9019.87,27.027,0.633,1357.259,3.444,89.978,90.571,-0.023,78.532,89.883
1179.csv,5.2,9019.87,17.539,0.642,915.598,2.885,80.217,80.571,0.344,72.101,80.571
1180.csv,5.2,9019.87,57.79,0.601,3420.154,4.151,82.837,83.0,-0.175,73.88,83.0
1181.csv,5.2,9019.87,124.449,0.6,7773.947,4.934,91.247,91.286,-0.9,78.89,91.286
1182.csv,5.2,9019.87,124.449,0.6,7773.947,4.934,91.247,91.286,-0.9,78.89,91.286
1183.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,84.304,84.429,-0.327,74.867,84.429
1184.csv,5.2,9019.87,77.954,0.6,4269.805,4.44,85.637,85.857,-0.376,75.807,85.857
1185.csv,5.2,9019.87,61.665,0.598,3726.24,4.229,84.304,84.429,-0.327,74.867,84.429
1186.csv,5.2,9019.87,15.994,0.638,706.255,2.855,47.138,48.143,0.959,46.207,47.713
1187.csv,5.2,9019.87,30.037,0.628,1678.098,3.519,68.264,68.857,0.481,62.351,68.429
1188.csv,5.2,9019.87,23.328,0.633,1320.823,3.106,57.226,57.714,0.761,52.915,57.833
1189.csv,4.649,6565.719,61.122,0.4,3350.139,4.025,78.467,77.071,-0.335,67.903,77.517
1190.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,89.504,89.714,-0.787,78.082,89.714
1191.csv,5.2,9019.87,78.82,0.44,4232.167,4.503,90.685,90.857,-0.794,78.677,90.857
1192.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,89.504,89.714,-0.787,78.082,89.714
1193.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,89.504,89.714,-0.787,78.082,89.714
1194.csv,5.2,9019.87,66.987,0.43,3839.635,4.311,87.522,87.857,-0.778,77.036,87.857
1195.csv,5.2,9019.87,13.893,0.414,821.357,2.706,47.168,47.857,0.431,46.037,47.889
1196.csv,5.2,9019.87,31.473,0.418,1653.649,3.597,69.89,71.0,-0.2,64.218,69.774
1197.csv,5.2,9019.87,20.832,0.415,1052.301,3.081,55.386,56.286,0.324,51.803,55.731
1198.csv,4.653,6565.719,61.195,0.401,3364.215,4.034,87.955,85.92,-0.468,70.8,86.517
1199.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,97.609,97.714,-1.043,81.423,97.714
1200.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,97.609,97.714,-1.043,81.423,97.714
1201.csv,5.2,9019.87,62.654,0.428,3636.656,4.222,95.552,95.714,-0.912,80.772,95.714
1202.csv,5.2,9019.87,66.987,0.43,3839.635,4.311,96.085,96.286,-0.969,80.971,96.286
1203.csv,5.2,9019.87,66.987,0.43,3839.635,4.311,96.085,96.286,-0.969,80.971,96.286
1204.csv,5.2,9019.87,13.893,0.414,821.357,2.706,60.024,60.857,0.41,55.467,60.63
1205.csv,5.2,9019.87,31.473,0.418,1653.649,3.597,82.557,83.571,-0.205,74.28,81.974
1206.csv,5.2,9019.87,17.759,0.417,838.829,2.978,65.681,66.571,0.339,60.355,65.619
1207.csv,5.2,9019.87,55.631,0.425,3272.557,4.125,76.255,76.714,-0.087,69.059,76.269
1208.csv,5.2,9019.87,117.299,0.467,6825.336,4.842,88.485,88.714,-0.759,77.531,88.714
1209.csv,5.2,9019.87,117.299,0.467,6825.336,4.842,88.485,88.714,-0.759,77.531,88.714
1210.csv,5.2,9019.87,71.218,0.432,4298.115,4.375,81.56,81.857,-0.499,73.058,81.643
1211.csv,5.2,9019.87,96.172,0.453,5645.787,4.66,85.122,85.571,-0.643,75.623,84.953
1212.csv,5.2,9019.87,66.987,0.43,3839.635,4.311,79.731,80.143,-0.331,71.776,79.929
1213.csv,5.2,9019.87,12.322,0.407,708.402,2.618,39.873,40.571,1.017,42.411,40.489
1214.csv,5.2,9019.87,29.902,0.41,1483.357,3.528,61.089,62.286,0.438,56.665,61.244
1215.csv,5.2,9019.87,19.865,0.412,1009.499,2.984,47.367,48.286,0.867,46.293,47.779
1216.csv,5.2,9019.87,49.359,0.339,2647.296,4.032,93.733,93.857,-0.763,80.056,93.857
1217.csv,5.2,9019.87,68.915,0.34,3583.743,4.377,98.095,98.143,-0.781,81.546,98.143
1218.csv,5.2,9019.87,68.915,0.34,3583.743,4.377,98.095,98.143,-0.781,81.546,98.143
1219.csv,5.2,9019.87,57.488,0.34,3030.159,4.2,95.884,96.143,-0.778,80.922,95.799
1220.csv,5.2,9019.87,66.022,0.34,3270.213,4.322,96.571,96.714,-0.77,81.113,96.714
1221.csv,5.2,9019.87,59.784,0.34,3109.884,4.223,95.428,95.571,-0.77,80.721,95.571
1222.csv,5.2,9019.87,17.182,0.335,890.608,2.929,58.832,60.0,0.439,54.758,59.346
1223.csv,5.2,9019.87,29.735,0.336,1430.804,3.559,80.346,81.571,-0.201,72.848,80.177
1224.csv,5.2,9019.87,21.084,0.336,1100.739,3.112,66.949,67.571,0.231,61.228,67.561
1225.csv,5.2,9019.87,49.359,0.339,2647.296,4.032,99.267,99.286,-0.816,81.846,99.286
1226.csv,5.2,9019.87,68.915,0.34,3583.743,4.377,100.0,100.0,-1.033,82.012,100.0
1227.csv,5.2,9019.87,68.915,0.34,3583.743,4.377,100.0,100.0,-1.033,82.012,100.0
1228.csv,5.2,9019.87,59.784,0.34,3109.884,4.223,99.552,99.571,-0.904,81.914,99.571
1229.csv,5.2,9019.87,59.784,0.34,3109.884,4.223,99.552,99.571,-0.904,81.914,99.571
1230.csv,5.2,9019.87,59.784,0.34,3109.884,4.223,99.552,99.571,-0.904,81.914,99.571
1231.csv,5.2,9019.87,17.182,0.335,890.608,2.929,67.061,68.143,0.41,61.727,67.441
1232.csv,5.2,9019.87,29.735,0.336,1430.804,3.559,89.661,90.714,-0.208,78.605,89.117
1233.csv,5.2,9019.87,21.084,0.336,1100.739,3.112,75.587,76.286,0.204,68.707,76.109
1234.csv,5.2,9019.87,49.359,0.339,2647.296,4.032,85.675,85.857,0.028,75.807,85.857
1235.csv,5.2,9019.87,100.875,0.341,4921.283,4.762,95.028,95.143,-0.696,80.563,95.143
1236.csv,5.2,9019.87,141.255,0.342,8313.42,5.071,97.914,98.0,-0.892,81.506,98.0
1237.csv,4.585,6565.719,67.276,0.3,3099.651,4.004,75.829,76.237,-0.085,69.493,78.177
1238.csv,5.2,9019.87,82.018,0.341,4611.876,4.539,93.885,94.0,-0.589,80.115,94.0
1239.csv,5.2,9019.87,82.018,0.341,4611.876,4.539,93.885,94.0,-0.589,80.115,94.0
1240.csv,5.2,9019.87,17.182,0.335,890.608,2.929,38.069,39.571,0.886,42.022,39.429
1241.csv,4.691,6565.719,30.407,0.328,1298.93,3.495,63.211,66.422,0.619,56.349,66.799
1242.csv,5.2,9019.87,21.084,0.336,1100.739,3.112,48.358,49.143,0.776,46.816,49.281
1243.csv,5.2,9019.87,54.091,0.35,2956.301,4.049,88.351,88.714,-0.464,77.531,88.714
1244.csv,5.2,9019.87,70.012,0.353,4292.508,4.365,94.457,94.571,-0.79,80.344,94.571
1245.csv,5.2,9019.87,70.012,0.353,4292.508,4.365,94.457,94.571,-0.79,80.344,94.571
1246.csv,5.2,9019.87,61.76,0.352,3581.797,4.221,92.742,92.857,-0.77,79.626,92.857
1247.csv,5.2,9019.87,63.224,0.352,3556.855,4.223,90.189,90.571,-0.473,78.532,90.571
1248.csv,5.2,9019.87,63.224,0.352,3556.855,4.223,90.189,90.571,-0.473,78.532,90.571
1249.csv,4.719,6849.974,14.897,0.339,711.354,2.746,53.998,54.925,0.616,48.348,54.623
1250.csv,5.2,9019.87,30.771,0.346,1586.009,3.526,76.271,77.286,-0.023,69.524,76.754
1251.csv,5.2,9019.87,22.493,0.342,1281.394,3.06,64.95,65.429,0.339,59.361,65.48
1252.csv,5.2,9019.87,48.933,0.35,2855.748,3.941,95.589,95.857,-0.49,80.823,95.857
1253.csv,5.2,9019.87,70.012,0.353,4292.508,4.365,100.0,100.0,-1.043,82.012,100.0
1254.csv,5.2,9019.87,70.012,0.353,4292.508,4.365,100.0,100.0,-1.043,82.012,100.0
1255.csv,5.2,9019.87,58.916,0.351,3273.619,4.138,96.809,97.0,-0.543,81.205,97.0
1256.csv,5.2,9019.87,58.916,0.351,3273.619,4.138,96.809,97.0,-0.543,81.205,97.0
1257.csv,5.2,9019.87,58.916,0.351,3273.619,4.138,96.809,97.0,-0.543,81.205,97.0
1258.csv,4.719,6849.974,14.903,0.339,713.757,2.748,66.223,67.076,0.59,56.519,66.521
1259.csv,5.2,9019.87,31.175,0.346,1483.759,3.553,87.53,88.286,-0.024,77.286,87.667
1260.csv,5.2,9019.87,22.493,0.342,1281.394,3.06,76.569,77.0,0.328,69.292,77.011
1261.csv,5.2,9019.87,53.758,0.351,2822.696,4.07,79.768,80.429,0.246,71.993,79.994
1262.csv,5.2,9019.87,114.86,0.355,6641.034,4.838,93.742,93.857,-0.759,80.056,93.857
1263.csv,5.2,9019.87,114.86,0.355,6641.034,4.838,93.742,93.857,-0.759,80.056,93.857
1264.csv,5.2,9019.87,61.76,0.352,3581.797,4.221,85.818,86.0,-0.193,75.898,86.0
1265.csv,5.2,9019.87,92.248,0.354,5416.512,4.582,90.294,90.571,-0.434,78.532,90.571
1266.csv,5.2,9019.87,66.067,0.353,3865.033,4.307,87.208,87.429,-0.336,76.781,87.429
1267.csv,4.719,6849.974,14.902,0.339,713.517,2.748,42.619,43.526,0.99,42.603,43.224
1268.csv,5.2,9019.87,30.771,0.346,1586.009,3.526,66.185,67.286,0.486,60.978,67.01
1269.csv,5.2,9019.87,22.493,0.342,1281.394,3.06,54.083,54.571,0.764,50.513,54.706
1270.csv,5.2,9019.87,37.478,0.372,1859.396,3.728,96.237,96.429,-0.452,81.019,96.429
1271.csv,5.2,9019.87,59.351,0.379,3078.449,4.217,99.362,99.429,-0.774,81.88,99.429
1272.csv,5.2,9019.87,63.069,0.38,3462.566,4.275,99.514,99.571,-0.78,81.914,99.571
1273.csv,5.2,9019.87,45.122,0.375,2611.937,3.886,98.809,98.857,-0.754,81.738,98.857
1274.csv,5.2,9019.87,46.088,0.374,2251.566,3.926,96.789,97.0,-0.46,81.205,97.0
1275.csv,5.2,9019.87,46.088,0.374,2251.566,3.926,96.789,97.0,-0.46,81.205,97.0
1276.csv,5.2,9019.87,11.857,0.359,692.493,2.531,76.379,76.714,0.508,69.059,76.566
1277.csv,5.2,9019.87,29.507,0.369,1438.055,3.479,91.312,91.857,-0.009,79.167,91.513
1278.csv,5.2,9019.87,17.785,0.362,942.732,2.909,83.292,83.857,0.334,74.478,83.513
1279.csv,5.2,9019.87,32.114,0.37,1755.182,3.55,96.647,96.857,-0.188,81.16,96.857
1280.csv,5.2,9019.87,40.034,0.374,2112.573,3.832,100.0,100.0,-0.768,82.012,100.0
1281.csv,5.2,9019.87,44.35,0.375,2103.116,3.947,100.0,100.0,-0.803,82.012,100.0
1282.csv,5.2,9019.87,33.163,0.371,1868.853,3.614,98.933,99.0,-0.438,81.775,99.0
1283.csv,5.2,9019.87,33.163,0.371,1868.853,3.614,98.933,99.0,-0.438,81.775,99.0
1284.csv,5.2,9019.87,33.163,0.371,1868.853,3.614,98.933,99.0,-0.438,81.775,99.0
1285.csv,5.2,9019.87,11.857,0.359,692.493,2.531,87.398,87.714,0.477,76.952,87.37
1286.csv,5.2,9019.87,24.388,0.367,1168.055,3.273,95.57,95.857,0.108,80.823,95.857
1287.csv,5.2,9019.87,13.519,0.359,777.405,2.671,89.78,90.0,0.338,78.234,90.0
1288.csv,5.2,9019.87,52.479,0.375,2834.73,3.999,92.732,93.0,0.159,79.69,93.0
1289.csv,5.2,9019.87,59.351,0.379,3078.449,4.217,96.761,96.857,-0.303,81.16,96.857
1290.csv,5.2,9019.87,63.069,0.38,3462.566,4.275,97.676,97.714,-0.467,81.423,97.714
1291.csv,5.2,9019.87,54.581,0.378,2764.814,4.115,95.99,96.143,-0.149,80.922,96.143
1292.csv,5.2,9019.87,59.351,0.379,3078.449,4.217,96.761,96.857,-0.303,81.16,96.857
1293.csv,5.2,9019.87,56.398,0.377,2758.458,4.131,93.408,93.714,0.103,79.997,93.714
1294.csv,5.2,9019.87,12.911,0.359,694.294,2.674,65.644,66.429,0.963,60.231,65.651
1295.csv,5.2,9019.87,28.624,0.369,1455.097,3.463,84.663,85.429,0.458,75.53,84.821
1296.csv,5.2,9019.87,20.78,0.364,1164.051,3.008,75.396,76.143,0.747,68.589,75.536
1297.csv,5.2,9019.87,53.273,0.344,3057.076,4.071,94.094,94.286,-0.758,80.231,94.286
1298.csv,5.2,9019.87,65.439,0.344,4061.499,4.291,96.514,96.571,-0.785,81.067,96.571
1299.csv,5.2,9019.87,65.439,0.344,4061.499,4.291,96.514,96.571,-0.785,81.067,96.571
1300.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,95.904,96.0,-0.774,80.873,96.0
1301.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,95.904,96.0,-0.774,80.873,96.0
1302.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,95.904,96.0,-0.774,80.873,96.0
1303.csv,5.2,9019.87,12.612,0.339,744.956,2.595,68.075,68.286,0.498,61.852,68.296
1304.csv,5.2,9019.87,30.053,0.343,1567.876,3.523,85.912,86.429,-0.163,76.169,85.81
1305.csv,5.2,9019.87,17.467,0.339,914.015,2.858,73.389,73.714,0.387,66.553,73.726
1306.csv,5.2,9019.87,32.918,0.344,1864.041,3.604,97.275,97.429,-0.414,81.338,97.429
1307.csv,5.2,9019.87,56.57,0.344,2993.782,4.181,99.848,99.857,-0.9,81.98,99.857
1308.csv,5.2,9019.87,65.439,0.344,4061.499,4.291,100.0,100.0,-1.032,82.012,100.0
1309.csv,5.2,9019.87,39.443,0.344,2343.442,3.796,99.543,99.571,-0.719,81.914,99.571
1310.csv,5.2,9019.87,48.336,0.344,2409.148,4.022,99.543,99.571,-0.793,81.914,99.571
1311.csv,5.2,9019.87,48.336,0.344,2409.148,4.022,99.543,99.571,-0.793,81.914,99.571
1312.csv,5.2,9019.87,12.612,0.339,744.956,2.595,80.504,80.714,0.472,72.209,80.714
1313.csv,5.2,9019.87,26.833,0.342,1508.995,3.377,93.446,93.714,-0.046,79.997,93.37
1314.csv,5.2,9019.87,17.467,0.339,914.015,2.858,85.018,85.286,0.364,75.437,85.286
1315.csv,5.2,9019.87,57.517,0.344,3512.198,4.131,88.418,88.571,-0.175,77.45,88.571
1316.csv,5.2,9019.87,88.316,0.346,5112.625,4.586,92.742,92.857,-0.623,79.626,92.857
1317.csv,5.2,9019.87,114.758,0.348,6784.329,4.853,94.657,94.714,-0.812,80.4,94.714
1318.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,89.885,90.0,-0.323,78.234,90.0
1319.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,89.885,90.0,-0.323,78.234,90.0
1320.csv,5.2,9019.87,61.507,0.344,3641.71,4.23,89.885,90.0,-0.323,78.234,90.0
1321.csv,5.2,9019.87,14.047,0.339,834.864,2.721,50.323,50.571,1.005,47.727,50.679
1322.csv,5.2,9019.87,32.662,0.343,1731.516,3.635,78.007,78.571,0.337,70.553,77.964
1323.csv,5.2,9019.87,21.409,0.341,910.333,3.141,59.595,60.571,0.88,55.23,60.05
1324.csv,5.2,9019.87,50.5,0.35,3052.155,4.016,93.608,93.857,-0.764,80.056,93.513
1325.csv,5.2,9019.87,71.017,0.353,4084.277,4.371,98.219,98.286,-0.785,81.586,98.286
1326.csv,5.2,9019.87,71.017,0.353,4084.277,4.371,98.219,98.286,-0.785,81.586,98.286
1327.csv,5.2,9019.87,67.026,0.351,3651.808,4.309,96.542,96.714,-0.774,81.113,96.714
1328.csv,5.2,9019.87,67.026,0.351,3651.808,4.309,96.542,96.714,-0.774,81.113,96.714
